	drugName	condition	review	rating	date	usefulCount
17349	Toprol-XL	High Blood Pressure	"""I started taking this medicine in 2006. It works to take the pressure off my heart but it has caused me arthritis in my knees, hands and feet.  Now I am in pain most of the time.  My hands have developed arthritis in both thumbs, my feet have it in my toes.  I tried another Astra Zeneca product called Atacand and it works better but is so expensive I can&#039;t afford to buy it."""	5	23-Oct-11	60
187283	Sodium oxybate	Narcolepsy	"""After a few years of being diagnosed with narcolepsy and excessive daytime sleepiness, someone I knew who had narcolepsy as well recommended I ask my doctor about Xyrem. I am glad I did because about a week after taking it I started feeling normal again. 
I still have some &quot;bad&quot; days,  but they are better than my best days prior to taking Xyrem. 
The only thing I don&#039;t like is their list of side effects being unclear. I have had stomach issues, loss of appetite, and significant weight loss. I was beginning to think something was wrong with me because these are not side effects listed on their website. It wasn&#039;t until I stated searching other forums that I am finding others having these same types of symptoms."""	9	5-Nov-15	27
202716	Hydroxychloroquine	Systemic Lupus Erythematosus	"""I love this medicine. It has helped so much with the arthritic pain. No side effects for me. I have eye check ups every six months. Give a try!"""	10	10-Dec-11	74
206509	Mesalamine	Ulcerative Colitis	"""I have been on this medicine for approximately one and a half weeks and it has improved my colitis immensely so far but I don&#039;t think I can continue to use it because of the cost. """	8	18-Mar-12	11
100711	Orlistat	Obesity	"""I have always been a small person but now I am 23 lbs. overweight for the 2nd go around again. I thought I would try Alli instead of going to get a prescription this time. It cost me $62.00 plus. I have been using it for 3 weeks and it does absolutely nothing to help curb your appetite, if anything, I seemed to eat more. So I thought I would try taking more than the suggested, well that did nothing either. I will report that there were no side effects or illness or anything like that which I have read on some postings. Alli was a big waste of money for me and I will just have to go and get a prescription again, which does work. Alli is Not a substitute for a prescription diet pill, no matter what it states."""	1	18-Apr-17	18
190553	Butorphanol	Pain	"""I used this medication years ago for my migraines.  Since that time, my husband has joined the Army and we have moved several times, etc.  Each time we do, I have to start all over again with my migraine treatments (I have hemi-palegic migraines) and I would give my eye-teeth for one of these doctors to just let me take Stadol NS again!  It worked so well mainly because even when I was nauseated, I would still &quot;keep&quot; this medication because it was in the nasal spray form.  This medicine was a wonder drug for me... oh how I wish it could be again."""	10	23-Aug-08	30
70023	Efavirenz / emtricitabine / tenofovir	HIV Infection	"""Yow guys !!! Tested + on April &#039;14 with VL 37,000 after a major fever event. Couldn&#039;t start early treatment  because of insurance issues, needed 4 year signority with the insurance co. to apply for HIV treatment. One year later my numbers on Jan &#039;15 were VL 119,000 and CD4 654.  Started Atripla 2 years later after testing + on April &#039;16 with VL 399,000  (10 times higher than when diagnosed) and CD4 427. After 6 weeks taking Atrilpla my numbers are VL 474 (pretty amazing drop) and CD4 440. I was pretty happy with these results but my Dr wasn&#039;t. He expected me to become undectetable as of now but asked me to continue for two more months to see more progress. Absolutely no side effects except for feeling a bit high the first week"""	9	2-Jun-16	5
194294	Humatrope	Adult Human Growth Hormone Deficiency	"""Tingling, itching and numbness of my hands.  Sleeplessness leading to insomnia.  Higher glucose numbers no matter the diet nearing diabetes."""	5	20-Aug-16	7
81988	Liraglutide	Obesity	"""I started Saxenda on 9/1/16 and by 9/30/16 I had lost 18 pounds!  I increased the dosage each week and until I started the 3mg dosage, I constantly felt nauseated.  Fortunately, this has stopped and I am not having any side effects.  I am not weighing myself - will let the doctor do this at the end of each month."""	10	13-Oct-16	19
192752	Drospirenone / ethinyl estradiol	Birth Control	"""I suffered from severe headaches about two days after I started Yaz. The headaches continued almost every day. I was on the pill for about a year until I finally switched. I no longer have headaches."""	1	2-Aug-10	5
2706	Diltiazem	Atrial Fibrillation	"""Excellent control of my atrial fibrillation. Significantly improved my quality of life."""	10	25-Mar-12	68
212307	Lamotrigine	Bipolar Disorde	"""Excellent medication for bipolar disorder although I had a reaction to it."""	10	16-Jun-11	8
193842	Hydrocodone	Pain	"""I hate this drug. It will not allow me to sleep. Dries out my eyes, nose. I can&#039;t cry. Makes me a zombie."""	3	5-Sep-15	32
86319	Magnesium sulfate / potassium sulfate / sodium sulfate	Bowel Preparation	"""I have been doing colonoscopy prep for 20 years. This was the foulest tasting stuff I&#039;ve ever encountered."""	10	16-Nov-14	22
24174	Tretinoin	Acne	"""hello everyone!! I wrote a review on the .05% retin-a about two months ago at my 3-month mark, so I&#039;m back a little after my 5-month mark! so I&#039;m still pleased, as my skin is getting better (slowly, but still!!) I used to wear a medium-full coverage foundation but now I can just wear a thin layer of tinted moisturizer and be satisfied! around my time of month, I get a big pimple here and there, but I definitely noticed that the tretinoin limits the number&amp;size&amp;recovery time of my acne. hopefully by Christmas(8-month mark and my birthday month!!) I will have clear skin:) good luck fellow tretinoin retin-a users!!"""	9	20-Sep-15	13
54099	Ritalin	ADHD	"""I&#039;m a 40 year old male who didn&#039;t have the benefits of medications when I was in school. ADD wasn&#039;t as well known back then. I was diagnosed with hyper dyslexia. I always thought that it was strange because I didn&#039;t see letters backwards but I just accepted it. I was officially diagnosed with ADD in my mid 20&#039;s. I have taken most of the medicine options over the past 12 years including Concerta, Strattera, Adderall, Ritalin and Ritalin LA. Couldn&#039;t sleep on Concerta, I was out of my mind with Strattera, Adderall was like popping caffeine pills and Ritalin was too high maintenance as it neutralized after 2-3 hours. Then I found Ritalin LA. It&#039;s not the magic bullet but it&#039;s the best that I have found so far. It costs me 10X generic but worth it."""	9	23-Oct-09	64
25994	Kapvay	ADHD	"""My 7 year old son has severe ADHD, ODD, and anxiety. We started him on Vyvanse 20mg, Depakote twice a day, and Kapvay .1 in the evening last week. We were worried because he talked SO much like he was on speed, and ran around the house looking for paper, books, pens to write with and never sat still but he was very pleasant when we started the Vyvanse. However, he was Always saying I&#039;m sorry for blurting, please, and thank you which was unheard of before starting the Vyvanse.  We were noticing around 4:00 the Vyvanse wearing off and the aggression and whining came back with a vengeance! We added another .1 mg Kapvay after school with his Depakote and the result was AMAZING. He is pleasant ALL day long."""	10	16-Apr-11	65
30219	Klonopin	Bipolar Disorde	"""I was diagnosed with Bipolar disorder about 6 years ago and had my share of trying different medications to get it under control. After multiple trials with medicines my doctor finally found the right combination for me (Lexapro, lithium, (Depakote had sexual side effects), Synthroid, trazodone at night, multivitamins and B-1 vitamin). This combination worked great to get my mood swings under control. Once my mood swings were under control, I started having extreme anxiety attacks. I was then diagnosed with anxiety disorder as well. My doctor prescribed 0.75 mg Klonopin 3 times a day, as needed and it is a lifesaver. Klonopin knocks my anxiety down within 15 min. I have been taking it for 3 yrs with great results."""	10	20-Apr-13	81
